Version	Task	Concept	att1	att2	att3	att4	att5	att6	att7
34	2	1	3	4	1	2	3	5	1
34	2	2	5	2	4	3	1	6	2
34	2	3	4	3	6	1	5	3	4
34	3	1	2	5	3	6	4	4	4
34	3	2	2	2	5	5	6	2	2
34	3	3	1	4	2	4	2	6	5
34	4	1	4	1	2	1	4	4	1
34	4	2	5	5	1	6	5	6	5
34	4	3	3	3	5	4	6	3	3
34	5	1	3	4	6	2	3	5	4
34	5	2	2	3	4	4	2	2	1
34	5	3	1	1	3	3	1	1	3
34	6	1	4	5	3	5	6	6	5
34	6	2	5	1	5	5	1	3	2
34	6	3	1	2	6	2	2	4	3
34	7	1	2	3	2	2	5	2	4
34	7	2	4	5	4	6	3	5	5
34	7	3	3	4	1	1	4	1	5
35	1	1	5	3	3	4	3	2	3
35	1	2	5	2	4	3	6	6	2
35	1	3	2	4	5	1	4	5	1
35	2	1	3	1	2	5	2	3	2
35	2	2	3	5	1	1	1	4	4
35	2	3	4	2	3	6	5	1	1
35	3	1	2	4	5	2	1	4	5
35	3	2	1	1	6	3	6	6	3
35	3	3	5	5	2	6	3	2	2
35	4	1	1	3	1	5	2	5	4
35	4	2	4	1	4	4	4	6	4
35	4	3	5	2	6	1	5	3	1
35	5	1	2	2	1	5	4	3	3
35	5	2	4	3	3	3	5	1	5
35	5	3	3	4	6	6	2	2	2
35	6	1	2	2	2	6	1	5	4
35	6	2	1	5	3	4	3	1	1
35	6	3	1	5	4	2	6	4	1
35	7	1	3	1	4	3	6	5	5
35	7	2	4	4	1	5	4	2	2
35	7	3	5	5	5	4	2	3	3
36	1	1	3	3	2	2	1	6	5
36	1	2	4	1	5	3	3	4	4
36	1	3	5	4	6	1	5	1	1
36	2	1	1	2	2	5	4	2	5
36	2	2	3	1	4	6	5	1	2
36	2	3	2	3	1	1	2	4	3
36	3	1	5	5	3	3	2	5	3
36	3	2	1	3	2	4	3	3	2
36	3	3	4	2	5	2	6	6	4
36	4	1	2	4	4	1	6	3	4
36	4	2	2	5	1	4	3	1	5
36	4	3	4	1	6	6	1	5	1
36	5	1	5	4	5	4	4	6	3
36	5	2	3	2	3	5	1	4	2
36	5	3	1	3	3	2	2	2	1
36	6	1	2	4	2	6	1	4	3
36	6	2	3	3	6	3	3	5	1
36	6	3	1	1	1	2	5	2	5
36	7	1	1	4	4	5	6	3	3
36	7	2	5	2	4	3	2	6	4
36	7	3	4	5	5	1	4	1	2
37	1	1	5	5	6	2	5	4	5
37	1	2	3	2	3	1	5	3	4
37	1	3	2	1	1	6	3	6	1
37	2	1	3	1	5	6	2	2	1
37	2	2	2	3	6	4	6	1	2
37	2	3	4	5	2	5	1	5	4
37	3	1	5	3	6	3	4	3	5
37	3	2	4	2	1	4	6	1	2
37	3	3	1	4	3	3	5	5	3
37	4	1	2	4	3	2	3	6	1
37	4	2	1	3	5	5	4	4	4
37	4	3	3	2	2	1	1	2	3
37	5	1	5	1	4	4	4	5	2
37	5	2	3	3	5	1	5	6	1
37	5	3	4	5	6	3	3	3	5
37	6	1	5	1	1	5	1	1	3
37	6	2	4	2	4	2	2	2	5
37	6	3	1	4	2	6	6	4	2
37	7	1	2	5	6	6	2	6	4
37	7	2	5	5	2	2	6	5	1
37	7	3	4	4	4	1	3	4	5
38	1	1	2	1	1	4	4	1	4
38	1	2	1	3	4	5	1	2	3
38	1	3	3	2	5	1	5	3	2
38	2	1	5	4	3	4	6	5	5
38	2	2	1	1	3	6	4	3	2
38	2	3	2	2	2	3	2	1	3
38	3	1	4	3	1	3	5	6	4
38	3	2	3	5	4	5	1	2	1
38	3	3	5	3	6	2	3	4	4
38	4	1	4	2	5	2	4	5	3
38	4	2	1	5	2	1	1	6	5
38	4	3	2	4	1	3	5	2	2
38	5	1	1	2	3	4	1	3	1
38	5	2	3	1	6	5	6	4	5
38	5	3	5	4	5	6	2	1	4
38	6	1	2	5	5	6	3	3	3
38	6	2	4	1	1	4	2	6	1
38	6	3	3	3	3	3	6	5	2
38	7	1	1	5	4	5	5	1	1
38	7	2	4	1	2	1	4	4	4
38	7	3	5	3	6	2	1	2	3
39	1	1	3	2	1	2	3	3	5
39	1	2	5	4	4	5	4	6	1
39	1	3	2	5	5	1	2	2	2
39	2	1	4	4	3	4	5	1	5
39	2	2	1	1	6	6	3	4	3
39	2	3	2	3	2	2	6	2	4
39	3	1	3	2	4	6	4	5	2
39	3	2	5	4	5	3	2	4	1
39	3	3	1	5	6	3	6	3	4
39	4	1	3	1	2	2	5	1	3
39	4	2	3	2	1	4	1	6	5
39	4	3	4	3	3	5	3	5	2
39	5	1	2	1	4	1	5	5	4
39	5	2	5	2	2	3	3	2	1
39	5	3	1	3	3	6	4	6	5
39	6	1	2	5	3	5	2	3	3
39	6	2	4	4	1	1	1	3	2
39	6	3	1	1	5	4	6	2	5
39	7	1	3	4	1	1	6	6	3
39	7	2	2	2	6	4	1	4	2
39	7	3	5	5	2	5	5	1	1
40	1	1	4	3	5	6	1	1	4
40	1	2	3	3	6	2	4	5	1
40	1	3	2	5	4	3	3	4	3
40	2	1	5	1	2	1	3	1	2
40	2	2	4	2	6	4	2	4	4
40	2	3	2	4	5	5	5	2	5
40	3	1	1	2	3	2	6	5	4
40	3	2	1	5	1	6	4	3	1
40	3	3	3	3	2	3	2	1	5
40	4	1	4	4	4	4	4	2	3
40	4	2	5	1	1	2	5	4	5
40	4	3	1	1	3	1	3	6	2
40	5	1	4	4	6	6	6	3	1
40	5	2	3	5	4	3	1	6	2
40	5	3	2	3	5	5	5	5	4
40	6	1	5	3	6	1	2	5	3
40	6	2	4	2	5	3	3	6	1
40	6	3	3	5	3	2	6	2	4
40	7	1	1	4	4	4	1	1	4
40	7	2	5	4	1	6	2	3	5
40	7	3	2	2	2	5	4	6	3
41	1	1	5	5	1	2	4	3	3
41	1	2	4	2	5	1	6	1	5
41	1	3	3	1	4	4	1	4	2
41	2	1	2	4	6	6	3	6	2
41	2	2	5	1	5	3	5	2	4
41	2	3	1	3	3	5	2	4	1
41	3	1	4	5	2	4	2	5	2
41	3	2	2	3	4	3	4	4	1
41	3	3	1	2	6	5	3	2	3
41	4	1	5	3	1	6	6	5	2
41	4	2	3	4	3	1	5	4	5
41	4	3	2	1	2	2	1	3	5
41	5	1	3	2	5	6	4	1	1
41	5	2	1	5	6	1	5	1	4
41	5	3	4	1	1	4	2	5	3
41	6	1	3	1	4	5	6	3	4
41	6	2	5	5	3	2	1	6	2
41	6	3	4	4	2	3	1	2	3
41	7	1	4	5	5	2	5	4	2
41	7	2	1	3	2	5	3	6	1
41	7	3	2	2	4	3	2	3	5
42	1	1	2	3	3	1	4	2	5
42	1	2	5	2	4	4	3	1	4
42	1	3	1	4	6	4	6	5	1
42	2	1	5	2	1	3	6	4	1
42	2	2	4	1	1	6	5	5	3
42	2	3	3	5	2	5	4	1	2
42	3	1	2	2	6	6	5	3	5
42	3	2	1	4	3	2	2	6	4
42	3	3	3	3	5	4	3	2	3
42	4	1	2	5	6	3	6	1	3
42	4	2	4	1	3	1	2	3	1
42	4	3	1	3	4	1	1	5	5
42	5	1	3	1	5	5	4	6	5
42	5	2	2	4	1	2	3	5	2
42	5	3	5	1	2	6	1	2	4
42	6	1	5	4	3	4	3	3	4
42	6	2	3	3	6	5	5	6	3
42	6	3	1	2	1	2	4	4	2
42	7	1	5	4	2	1	2	4	3
42	7	2	4	5	5	3	1	1	1
42	7	3	2	1	3	6	6	2	5
43	1	1	3	5	2	4	4	3	4
43	1	2	4	2	4	6	6	6	1
43	1	3	1	3	5	2	3	1	2
43	2	1	1	2	1	1	5	2	1
43	2	2	5	1	6	5	1	5	2
43	2	3	3	4	3	3	2	4	4
43	3	1	2	5	1	5	3	4	4
43	3	2	2	5	6	1	2	5	5
43	3	3	4	3	4	2	6	3	3
43	4	1	1	4	2	6	5	1	1
43	4	2	5	5	4	4	5	5	5
43	4	3	3	3	5	3	4	2	2
43	5	1	4	2	1	5	1	1	1
43	5	2	1	4	2	3	4	2	4
43	5	3	2	1	5	4	6	6	3
43	6	1	5	1	3	3	2	6	5
43	6	2	4	3	4	1	3	3	2
43	6	3	3	2	6	6	1	4	3
43	7	1	4	5	6	5	2	2	5
43	7	2	3	4	5	2	1	3	1
43	7	3	1	1	1	1	6	1	3
44	1	1	4	3	2	4	5	4	4
44	1	2	5	4	6	2	3	6	5
44	1	3	2	2	3	4	4	5	2
44	2	1	3	1	5	2	3	5	4
44	2	2	2	5	4	6	5	2	1
44	2	3	5	3	2	1	6	6	2
44	3	1	4	3	3	4	1	4	5
44	3	2	1	5	1	3	4	1	3
44	3	3	1	2	4	6	2	3	2
44	4	1	3	2	3	5	3	6	3
44	4	2	5	4	6	2	5	2	4
44	4	3	2	1	5	1	4	5	1
44	5	1	5	3	1	6	6	1	5
44	5	2	4	4	4	5	4	4	3
44	5	3	3	2	2	3	2	3	1
44	6	1	1	1	1	6	1	6	4
44	6	2	1	2	5	5	5	5	5
44	6	3	2	5	2	3	6	2	2
44	7	1	5	4	5	5	1	4	2
44	7	2	2	3	4	2	2	3	3
44	7	3	3	5	6	4	6	1	1
45	1	1	4	1	3	1	4	1	1
45	1	2	5	2	4	1	3	2	4
45	1	3	3	3	2	4	2	4	5
45	2	1	2	2	6	6	1	4	3
45	2	2	4	4	3	2	5	6	2
45	2	3	1	5	1	3	3	3	5
45	3	1	3	5	3	4	3	5	3
45	3	2	4	1	6	3	4	3	4
45	3	3	2	3	1	2	2	1	1
45	4	1	5	1	4	1	5	2	2
45	4	2	4	4	2	6	3	5	1
45	4	3	1	4	5	5	6	6	3
45	5	1	5	3	2	5	5	3	2
45	5	2	1	1	4	2	2	4	5
45	5	3	2	5	1	4	1	6	4
45	6	1	2	2	6	1	4	5	4
45	6	2	3	5	3	6	1	2	1
45	6	3	5	2	5	3	6	1	5
45	7	1	3	4	6	6	2	1	2
45	7	2	1	1	5	1	1	3	4
45	7	3	4	3	3	1	6	4	3
46	1	1	5	4	1	4	4	2	5
46	1	2	1	5	2	3	5	6	3
46	1	3	2	1	4	2	3	1	4
46	2	1	4	2	3	5	5	5	2
46	2	2	2	4	5	4	2	5	1
46	2	3	3	3	4	3	3	3	5
46	3	1	1	1	2	5	6	4	2
46	3	2	4	2	6	2	4	2	4
46	3	3	5	3	1	6	1	5	5
46	4	1	4	4	4	3	1	2	2
46	4	2	2	1	3	4	5	6	1
46	4	3	3	5	1	1	3	6	3
46	5	1	5	3	5	6	6	3	4
46	5	2	1	5	6	2	4	4	3
46	5	3	3	2	2	2	1	1	2
46	6	1	1	4	2	3	4	5	5
46	6	2	3	1	6	4	5	6	3
46	6	3	4	5	1	5	2	4	1
46	7	1	5	5	5	5	4	3	1
46	7	2	2	3	3	1	3	1	4
46	7	3	5	2	4	6	2	2	3
47	1	1	3	4	4	4	6	5	1
47	1	2	1	3	6	3	1	1	5
47	1	3	4	2	2	6	5	6	4
47	2	1	2	2	5	2	2	3	5
47	2	2	5	1	3	5	6	2	2
47	2	3	2	4	1	3	3	4	2
47	3	1	4	1	5	5	3	3	3
47	3	2	1	5	1	2	6	4	4
47	3	3	3	3	6	1	2	6	2
47	4	1	2	3	2	4	4	1	1
47	4	2	4	5	4	6	5	5	4
47	4	3	5	2	3	1	1	3	3
47	5	1	3	4	1	5	5	2	5
47	5	2	1	1	2	1	3	2	1
47	5	3	4	5	4	2	6	6	2
47	6	1	1	1	5	4	6	5	5
47	6	2	5	2	6	3	4	4	1
47	6	3	2	3	3	6	2	1	3
47	7	1	3	4	1	3	2	6	4
47	7	2	2	5	3	4	5	3	2
47	7	3	4	4	6	1	1	1	5
48	1	1	3	1	2	5	3	5	3
48	1	2	1	3	5	2	1	4	1
48	1	3	5	2	4	1	4	5	4
48	2	1	2	3	1	5	6	3	4
48	2	2	3	1	2	2	4	6	5
48	2	3	5	5	5	6	2	2	2
48	3	1	4	4	4	3	5	1	3
48	3	2	1	2	3	6	3	4	2
48	3	3	3	1	6	4	1	2	1
48	4	1	5	2	1	2	1	5	3
48	4	2	2	4	2	1	6	4	4
48	4	3	1	5	4	6	5	6	5
48	5	1	4	1	3	3	4	5	3
48	5	2	4	3	6	5	3	3	1
48	5	3	1	5	5	4	2	1	4
48	6	1	3	3	5	6	5	4	2
48	6	2	4	4	2	1	4	6	5
48	6	3	5	2	4	4	3	2	1
48	7	1	3	4	6	5	6	3	1
48	7	2	2	1	3	3	1	1	2
48	7	3	1	2	1	1	2	2	3
49	1	1	5	5	3	2	3	1	5
49	1	2	2	3	5	6	1	6	4
49	1	3	4	2	1	4	6	2	2
49	2	1	2	1	6	5	2	4	5
49	2	2	5	4	2	2	5	5	3
49	2	3	3	3	1	3	4	3	4
49	3	1	5	1	6	4	4	3	2
49	3	2	1	5	4	3	5	5	1
49	3	3	4	3	3	6	6	2	3
49	4	1	1	3	4	2	4	6	1
49	4	2	3	2	5	3	3	4	5
49	4	3	2	5	2	5	1	1	4
49	5	1	3	4	5	1	2	5	5
49	5	2	1	5	6	6	5	3	2
49	5	3	5	2	3	4	6	6	1
49	6	1	1	4	4	5	3	2	4
49	6	2	4	1	1	4	2	4	1
49	6	3	2	3	2	3	1	5	3
49	7	1	4	5	6	1	6	4	5
49	7	2	2	4	4	2	4	1	2
49	7	3	5	1	2	6	3	3	3
50	1	1	3	2	1	1	2	6	2
50	1	2	2	4	3	2	5	3	3
50	1	3	5	5	3	3	1	2	4
50	2	1	4	3	5	2	3	2	4
50	2	2	1	1	5	1	6	5	1
50	2	3	3	2	4	5	1	1	5
50	3	1	1	1	5	5	2	6	2
50	3	2	4	4	6	6	4	1	5
50	3	3	3	3	1	4	5	4	4
50	4	1	5	2	6	1	5	2	3
50	4	2	2	5	2	6	4	6	1
50	4	3	4	2	2	2	6	3	5
50	5	1	2	5	4	3	1	3	1
50	5	2	3	1	3	5	2	1	4
50	5	3	1	4	1	4	3	4	3
50	6	1	5	3	2	4	1	4	2
50	6	2	4	5	1	5	3	5	5
50	6	3	3	1	4	3	5	1	3
50	7	1	4	2	3	6	6	5	4
50	7	2	2	4	5	1	2	5	2
50	7	3	1	3	6	2	4	6	1
51	1	1	5	1	6	3	6	6	4
51	1	2	1	2	2	4	1	3	5
51	1	3	5	5	5	6	4	2	3
51	2	1	5	3	1	5	3	1	1
51	2	2	2	4	3	2	2	2	2
51	2	3	3	5	2	1	5	4	2
51	3	1	2	1	4	3	5	4	1
51	3	2	1	4	3	6	1	2	5
51	3	3	4	2	6	4	3	1	4
51	4	1	3	3	4	2	1	5	3
51	4	2	5	4	1	5	4	3	4
51	4	3	2	2	3	5	6	6	1
51	5	1	3	1	1	6	4	3	3
51	5	2	5	3	4	4	5	6	2
51	5	3	4	5	5	1	2	4	5
51	6	1	2	5	2	2	3	5	5
51	6	2	1	1	6	3	2	2	4
51	6	3	3	3	3	1	6	1	3
51	7	1	5	2	2	2	2	1	1
51	7	2	4	5	4	4	5	3	3
51	7	3	1	4	5	3	1	5	2
52	1	1	3	1	4	6	3	4	5
52	1	2	4	3	1	6	4	2	2
52	1	3	2	4	6	1	1	6	1
52	2	1	4	2	5	5	5	6	4
52	2	2	3	5	1	1	6	2	1
52	2	3	5	1	3	3	4	4	5
52	3	1	3	4	2	2	4	1	4
52	3	2	1	3	4	5	6	5	2
52	3	3	1	2	5	4	3	3	3
52	4	1	5	5	1	5	2	5	4
52	4	2	2	2	6	6	5	1	2
52	4	3	4	1	2	3	2	2	3
52	5	1	4	4	6	2	3	1	1
52	5	2	2	4	5	1	6	4	3
52	5	3	1	3	3	4	1	3	5
52	6	1	1	2	2	1	4	3	2
52	6	2	3	5	3	2	6	4	4
52	6	3	2	3	1	3	3	6	5
52	7	1	2	2	5	5	5	6	5
52	7	2	5	1	6	4	2	5	1
52	7	3	1	4	4	6	1	2	4
53	1	1	5	1	3	5	1	4	1
53	1	2	3	5	2	4	2	3	2
53	1	3	4	3	5	2	1	6	3
53	2	1	5	4	4	3	6	1	5
53	2	2	2	1	1	6	5	2	4
53	2	3	1	3	6	1	3	5	3
53	3	1	5	5	5	4	3	1	2
53	3	2	3	5	6	5	4	6	2
53	3	3	4	2	3	2	5	3	1
53	4	1	3	2	4	1	2	5	4
53	4	2	2	3	6	4	4	2	5
53	4	3	4	1	1	2	6	2	3
53	5	1	3	4	1	3	5	3	1
53	5	2	1	4	2	6	3	4	3
53	5	3	5	3	2	1	2	1	1
53	6	1	4	1	4	5	3	3	5
53	6	2	2	2	1	3	1	5	2
53	6	3	1	5	3	6	6	1	4
53	7	1	1	2	5	3	4	4	1
53	7	2	5	1	4	1	4	6	4
53	7	3	4	5	6	2	1	6	3
54	1	1	3	4	2	4	6	5	5
54	1	2	3	3	3	6	2	2	2
54	1	3	2	1	5	1	5	1	3
54	2	1	5	4	5	5	6	2	1
54	2	2	1	3	6	3	5	4	4
54	2	3	4	5	3	5	4	5	5
54	3	1	2	2	4	6	2	4	2
54	3	2	2	2	2	4	3	6	4
54	3	3	5	1	1	2	1	4	2
54	4	1	1	5	3	2	2	1	5
54	4	2	3	3	5	6	4	5	3
54	4	3	4	4	2	1	1	3	1
54	5	1	2	5	6	5	5	2	1
54	5	2	3	4	1	3	3	3	2
54	5	3	4	3	4	4	2	6	5
54	6	1	5	5	4	1	6	6	3
54	6	2	3	2	2	2	6	2	1
54	6	3	1	1	3	5	5	5	4
54	7	1	5	4	5	6	3	4	4
54	7	2	2	2	1	3	1	1	3
54	7	3	4	3	6	1	4	3	5
55	1	1	4	3	5	3	3	1	1
55	1	2	1	1	6	4	4	2	2
55	1	3	3	2	3	2	5	4	3
55	2	1	5	4	4	5	2	3	4
55	2	2	2	1	5	4	6	5	5
55	2	3	1	5	2	6	1	5	2
55	3	1	2	3	4	1	4	4	4
55	3	2	5	4	3	6	5	3	5
55	3	3	4	1	1	3	2	6	2
55	4	1	3	2	2	2	6	2	1
55	4	2	5	5	6	5	1	6	3
55	4	3	1	4	1	4	6	1	4
55	5	1	1	3	2	5	2	1	3
55	5	2	2	2	3	4	4	2	5
55	5	3	3	1	1	6	3	6	1
55	6	1	5	5	4	4	4	4	3
55	6	2	4	1	5	3	1	3	4
55	6	3	3	5	6	1	3	5	2
55	7	1	1	4	4	2	5	3	2
55	7	2	2	2	6	3	3	5	1
55	7	3	4	3	2	1	1	2	5
56	1	1	1	1	1	2	5	1	5
56	1	2	3	2	5	6	1	5	1
56	1	3	4	4	3	5	6	6	2
56	2	1	4	5	3	3	2	4	3
56	2	2	2	1	2	6	6	3	4
56	2	3	5	3	6	4	5	6	4
56	3	1	2	5	1	2	4	2	1
56	3	2	3	2	4	5	3	1	5
56	3	3	1	4	4	1	2	4	2
56	4	1	5	3	2	3	6	5	3
56	4	2	2	1	5	2	5	4	2
56	4	3	3	4	3	4	4	6	4
56	5	1	1	5	5	6	2	2	3
56	5	2	5	2	6	1	3	1	5
56	5	3	4	3	1	1	1	6	1
56	6	1	3	1	6	2	2	3	4
56	6	2	4	2	2	5	6	1	2
56	6	3	2	4	1	4	5	3	3
56	7	1	4	5	5	6	3	4	5
56	7	2	1	2	4	2	4	2	3
56	7	3	5	3	3	5	1	5	1
57	1	1	1	1	2	3	5	6	5
57	1	2	3	4	5	4	1	3	1
57	1	3	5	5	6	3	6	1	2
57	2	1	2	3	4	5	4	4	1
57	2	2	5	3	3	3	2	2	5
57	2	3	4	2	1	1	3	5	4
57	3	1	2	1	4	6	2	1	2
57	3	2	3	4	1	2	4	5	3
57	3	3	1	5	6	1	1	2	4
57	4	1	1	4	3	5	3	6	4
57	4	2	2	3	5	4	6	3	3
57	4	3	4	1	2	6	5	1	1
57	5	1	5	5	1	2	6	3	2
57	5	2	3	2	4	3	1	4	5
57	5	3	4	1	2	4	3	2	3
57	6	1	2	5	3	1	3	3	4
57	6	2	3	4	6	6	4	6	5
57	6	3	5	3	5	5	5	5	2
57	7	1	3	5	4	5	6	2	5
57	7	2	1	2	5	4	2	4	1
57	7	3	4	4	6	2	2	5	4
58	1	1	2	4	1	3	6	6	2
58	1	2	5	3	2	6	4	1	3
58	1	3	1	1	3	1	1	4	1
58	2	1	3	1	3	5	1	2	3
58	2	2	5	2	2	4	5	6	5
58	2	3	4	3	6	6	2	3	1
58	3	1	1	4	5	1	4	1	2
58	3	2	2	5	4	2	3	5	4
58	3	3	2	2	1	3	6	4	4
58	4	1	1	2	3	1	4	5	1
58	4	2	3	5	6	4	5	4	2
58	4	3	5	1	1	6	2	6	3
58	5	1	5	5	3	3	1	3	3
58	5	2	1	3	5	2	3	1	5
58	5	3	4	3	2	5	5	2	4
58	6	1	3	1	4	2	6	1	1
58	6	2	2	4	6	5	1	2	5
58	6	3	4	2	1	4	2	5	2
58	7	1	2	3	3	6	6	3	5
58	7	2	1	5	5	3	5	6	3
58	7	3	5	2	2	1	3	4	4
59	1	1	3	3	5	4	3	2	2
59	1	2	5	4	2	1	5	5	5
59	1	3	4	1	4	5	4	1	1
59	2	1	2	5	1	1	2	6	1
59	2	2	1	2	6	3	4	3	2
59	2	3	4	4	4	2	1	6	4
59	3	1	1	1	6	4	6	4	3
59	3	2	5	1	5	2	4	5	5
59	3	3	3	3	3	6	3	3	2
59	4	1	4	4	4	6	4	4	1
59	4	2	2	4	2	3	5	2	4
59	4	3	3	2	1	5	2	1	3
59	5	1	4	1	5	1	6	3	5
59	5	2	1	5	1	6	1	5	4
59	5	3	2	2	6	5	3	2	3
59	6	1	5	1	2	3	3	6	1
59	6	2	4	3	3	2	1	4	2
59	6	3	3	5	4	4	5	1	1
59	7	1	5	2	5	6	1	6	5
59	7	2	1	3	4	5	6	3	4
59	7	3	3	4	6	3	2	5	3
60	1	1	3	1	6	2	2	4	4
60	1	2	2	5	2	4	4	1	2
60	1	3	5	3	1	1	5	2	3
60	2	1	2	4	1	6	1	1	5
60	2	2	4	5	2	4	6	4	1
60	2	3	1	2	3	3	4	2	2
60	3	1	5	1	5	1	5	5	1
60	3	2	2	4	3	2	2	3	3
60	3	3	1	3	4	5	3	6	2
60	4	1	4	2	5	3	2	1	4
60	4	2	5	4	3	4	3	2	1
60	4	3	3	5	1	5	4	3	5
60	5	1	3	5	2	1	5	4	5
60	5	2	5	3	6	2	6	6	2
60	5	3	4	1	4	6	1	1	3
60	6	1	3	1	4	3	6	5	5
60	6	2	2	2	5	4	4	5	4
60	6	3	1	5	2	2	2	3	2
60	7	1	1	4	6	6	5	2	1
60	7	2	2	3	5	2	4	4	4
60	7	3	4	2	3	1	1	6	3
61	1	1	5	4	1	5	3	4	3
61	1	2	2	1	6	5	3	1	2
61	1	3	1	2	3	6	6	6	1
61	2	1	4	3	1	4	5	4	5
61	2	2	5	5	4	3	2	3	4
61	2	3	3	4	2	1	1	5	2
61	3	1	4	5	3	2	3	5	3
61	3	2	3	2	6	4	1	3	4
61	3	3	2	3	2	1	2	2	5
61	4	1	2	1	2	5	4	6	3
61	4	2	4	4	4	6	6	1	2
61	4	3	1	1	1	2	5	2	1
61	5	1	5	5	5	6	3	6	5
61	5	2	4	2	1	5	4	4	2
61	5	3	3	3	3	3	5	1	4
61	6	1	1	3	6	4	1	3	1
61	6	2	1	2	4	6	2	5	4
61	6	3	3	4	5	1	6	2	3
61	7	1	2	1	5	3	6	3	1
61	7	2	4	3	6	3	5	5	3
61	7	3	5	5	3	1	2	1	5
62	1	1	2	1	5	1	3	6	2
62	1	2	3	5	1	3	4	2	1
62	1	3	5	2	2	2	1	4	4
62	2	1	5	4	4	4	4	2	3
62	2	2	3	3	1	6	3	6	4
62	2	3	1	2	4	5	5	5	5
62	3	1	1	1	2	5	6	3	5
62	3	2	4	4	3	4	2	4	1
62	3	3	2	2	6	2	3	1	2
62	4	1	4	1	3	3	5	2	2
62	4	2	1	3	1	1	6	1	3
62	4	3	2	5	4	5	1	5	1
62	5	1	5	5	5	2	4	6	4
62	5	2	2	4	6	4	5	3	3
62	5	3	3	1	2	6	1	4	5
62	6	1	5	2	2	6	3	5	1
62	6	2	3	3	5	5	2	2	5
62	6	3	4	5	4	4	6	6	2
62	7	1	2	2	4	1	2	3	3
62	7	2	1	4	6	2	4	1	4
62	7	3	5	4	1	3	1	5	2
63	1	1	3	1	3	4	6	1	4
63	1	2	4	4	1	1	4	3	5
63	1	3	1	5	2	5	2	4	1
63	2	1	2	3	3	6	5	4	2
63	2	2	1	2	4	2	1	6	5
63	2	3	4	5	5	3	3	2	3
63	3	1	3	3	3	5	2	6	1
63	3	2	5	2	6	3	6	4	4
63	3	3	1	1	1	4	1	5	2
63	4	1	5	3	5	2	5	1	1
63	4	2	4	1	2	4	3	2	4
63	4	3	2	5	6	6	6	6	5
63	5	1	3	1	2	6	4	3	3
63	5	2	4	3	1	5	1	4	4
63	5	3	5	4	4	1	3	2	1
63	6	1	3	2	3	2	5	3	2
63	6	2	1	4	6	3	2	5	1
63	6	3	2	5	4	4	4	1	3
63	7	1	2	5	5	1	1	1	5
63	7	2	3	3	6	1	5	6	4
63	7	3	4	1	3	5	4	5	3
64	1	1	5	5	1	3	6	3	5
64	1	2	4	2	5	2	2	2	2
64	1	3	1	4	2	4	3	4	5
64	2	1	5	1	1	5	1	3	2
64	2	2	2	3	4	6	6	5	4
64	2	3	1	2	2	2	5	6	3
64	3	1	5	2	3	6	4	2	2
64	3	2	3	4	4	3	3	4	1
64	3	3	1	1	2	1	2	6	4
64	4	1	4	4	6	5	6	1	3
64	4	2	3	5	5	3	4	2	5
64	4	3	2	3	1	2	5	5	1
64	5	1	4	5	3	6	3	3	4
64	5	2	2	1	5	4	1	1	2
64	5	3	1	3	1	1	2	4	3
64	6	1	1	3	4	4	3	3	3
64	6	2	3	2	5	1	1	6	1
64	6	3	5	4	6	5	5	4	5
64	7	1	2	4	2	1	6	2	1
64	7	2	4	5	6	6	4	6	2
64	7	3	3	1	3	2	2	1	5
65	1	1	5	1	3	4	4	5	4
65	1	2	1	4	2	3	3	1	2
65	1	3	2	2	1	2	6	2	5
65	2	1	3	3	2	3	1	3	4
65	2	2	3	5	4	1	6	4	3
65	2	3	4	2	5	6	2	5	1
65	3	1	1	4	5	2	4	3	3
65	3	2	2	3	6	3	3	6	5
65	3	3	5	5	1	5	5	2	4
65	4	1	4	5	3	4	2	5	1
65	4	2	1	1	4	2	1	1	1
65	4	3	5	2	6	6	5	4	2
65	5	1	3	3	6	1	3	5	2
65	5	2	5	2	4	4	2	1	3
65	5	3	4	4	5	5	6	6	4
65	6	1	5	1	1	6	6	4	1
65	6	2	1	5	2	5	1	2	2
65	6	3	2	4	3	3	5	3	5
65	7	1	3	2	1	1	4	1	3
65	7	2	4	3	4	2	3	2	5
65	7	3	2	4	2	5	5	5	4
66	1	1	3	1	6	4	2	2	5
66	1	2	2	5	5	2	1	6	3
66	1	3	1	2	3	3	4	4	5
66	2	1	1	3	3	6	4	1	1
66	2	2	4	3	2	6	2	3	4
66	2	3	5	1	6	1	6	3	2
66	3	1	3	4	5	4	2	6	2
66	3	2	5	2	1	5	5	5	4
66	3	3	2	1	4	3	1	4	3
66	4	1	4	1	1	1	4	6	5
66	4	2	5	5	2	5	3	3	1
66	4	3	3	5	6	2	6	5	3
66	5	1	1	2	5	3	3	1	2
66	5	2	4	4	3	4	1	1	4
66	5	3	2	3	4	6	5	2	1
66	6	1	1	5	2	1	5	4	4
66	6	2	2	4	3	3	2	6	3
66	6	3	5	3	5	4	6	3	1
66	7	1	1	1	1	6	6	5	5
66	7	2	3	2	6	5	1	4	4
66	7	3	4	1	4	3	4	2	2
67	1	1	4	2	6	1	4	3	1
67	1	2	3	3	4	4	1	6	3
67	1	3	5	4	2	2	3	1	5
67	2	1	1	1	5	6	5	5	5
67	2	2	3	4	3	5	2	2	2
67	2	3	2	5	1	2	3	4	1
67	3	1	2	2	4	4	3	2	4
67	3	2	5	3	2	2	4	4	3
